lon,lat,mag,day,month,year,depth
152.8099976,-4.21999979,6.022359371,29,1,1978,30
-175.4299927,-24.85000038,5.415144444,29,1,1978,30
-177.2200012,-29.78000069,5.885597229,30,1,1978,30
-27.39999962,-56.11999893,5.25028801,31,1,1978,30
151.6799927,-5.53000021,6.090352535,2,2,1978,30
125.6600037,4.829999924,5.806373119,3,2,1978,30
124.0800018,-0.079999998,6.370732307,7,2,1978,30
93.01999664,12.80000019,5.589533329,7,2,1978,30
-178.25,-20.05999947,5.399104595,7,2,1978,30
93.06999969,12.85999966,5.702784538,7,2,1978,30
122.6600037,24.14999962,6.030752182,8,2,1978,30
-144.5700073,-55.91999817,5.240630627,8,2,1978,30
149.8999939,44.43000031,5.592367172,9,2,1978,30
-177.3600006,-30.68000031,6.996997356,9,2,1978,30
-177.3300018,-30.06999969,6.170683861,10,2,1978,30
-177.1199951,-30.40999985,6.255249023,11,2,1978,30
-177.4600067,-30.44000053,5.366146088,11,2,1978,30
50.95000076,13.15999985,5.670920849,11,2,1978,30
124.0500031,-8.670000076,5.779091835,12,2,1978,30
-179.2899933,-30.02000046,5.362010002,13,2,1978,30
-77.70999908,5.46999979,5.648581028,16,2,1978,30
128.6999969,-3.390000105,5.368192196,16,2,1978,30
-125.1900024,-55.52000046,5.512810707,17,2,1978,30
-71.01999664,-28.56999969,5.320898056,17,2,1978,30
129.0099945,-3.859999895,5.990906715,19,2,1978,30
-90.69000244,13.68000031,5.614963055,19,2,1978,30
-178.75,-20.90999985,5.823793888,19,2,1978,30
-91.19999695,-40.11000061,5.470234394,19,2,1978,30
141.9499969,38.79000092,6.497145176,20,2,1978,30
128.8999939,-7.039999962,5.40634346,20,2,1978,30
125.2300034,-5,6.184384823,21,2,1978,30
-91.37999725,14.25,6.293552876,22,2,1978,30
130.5399933,29.34000015,5.810385227,22,2,1978,30
-176.2100067,-22.70000076,5.961191654,22,2,1978,30
-12.36999989,-4.610000134,5.618420124,24,2,1978,30
152.8300018,-4.190000057,5.538826466,25,2,1978,30
117.1100006,-9.659999847,5.705976486,25,2,1978,30
155.6399994,49.31000137,5.165048599,26,2,1978,30
-114.5599976,-26.62000084,6.000247002,26,2,1978,30
140.8000031,-53.79999924,5.84926796,27,2,1978,30
141.7299957,34.79000092,5.467353344,1,3,1978,30
164.6300049,55.06999969,5.654708862,2,3,1978,30
164.7599945,55.09999847,6.009295464,3,3,1978,30
-174.8500061,-21.88999939,6.073009968,4,3,1978,30
153.1000061,-4.659999847,6.248504162,4,3,1978,30
-95.41000366,2.720000029,5.425364017,5,3,1978,30
-102.5899963,-35.52000046,6.030752182,6,3,1978,30
151.7599945,-4.929999828,5.728564739,6,3,1978,30
133.9700012,38.25,5.351187229,6,3,1978,30
137.6100006,31.95999908,7.087188244,7,3,1978,30
-27.71999931,-55.63000107,5.404550552,7,3,1978,30
-25.59000015,-56.45000076,5.557441711,7,3,1978,30
25.26000023,34.5,5.506556988,7,3,1978,30
-25.63999939,-56.50999832,6.036890507,7,3,1978,30
-179.7899933,-20.88999939,5.336552143,9,3,1978,30
-25.38999939,-56.70999908,5.359919548,10,3,1978,30
126.0100021,1.75,5.863983154,11,3,1978,30
119.1100006,-10.85999966,5.538826466,11,3,1978,30
16.03000069,38.09999847,5.214804173,11,3,1978,30
79.97000122,41.91999817,5.376235008,12,3,1978,30
-178.1399994,-30.68000031,5.255148888,12,3,1978,30
122.6399994,24.06999969,5.817814827,14,3,1978,30
116.4100037,-9.619999886,5.362010002,15,3,1978,30
140.5599976,26.42000008,6.46805954,15,3,1978,30
66.30000305,29.93000031,6.106714249,16,3,1978,30
-175.3600006,-22.88999939,5.523737431,17,3,1978,30
-93.76999664,-38.20000076,5.850811958,18,3,1978,30
-99.73999786,17.03000069,6.565282345,19,3,1978,30
-15.60999966,-1.480000019,5.762340069,19,3,1978,30
139.6799927,36.04999924,5.39541626,20,3,1978,30
-29.81999969,0.829999983,6.022359371,20,3,1978,30
-29.69000053,0.769999981,6.186807632,20,3,1978,30
122.4100037,17.11000061,5.328714371,21,3,1978,30
149,46.02999878,6.634358883,22,3,1978,30
149.0299988,44.13999939,6.381398678,22,3,1978,30
148.9700012,44.20999908,7.030281544,23,3,1978,30
148.4400024,44.93000031,7.553168297,23,3,1978,30
149.0599976,44.31999969,5.924514294,23,3,1978,30
149.7400055,44.34000015,6.495072842,23,3,1978,30
