time,probability
133,0.0210416043798445
134,0.0210859101602058
135,0.0207033670134469
136,0.0217273827368634
137,0.021187144300922
138,0.0178332037147532
139,0.0155086356405584
140,0.0134395882249186
141,0.0124558327434611
142,0.012663732349691
143,0.0116724042491857
144,0.0121401259567727
145,0.0160283449154665
146,0.0126868892366948
147,0.0155388607008747
148,0.0157294925618443
149,0.0185244657112526
150,0.0211839261261633
151,0.0220417677600207
152,0.0191256217294462
153,0.0150724627528086
154,0.0184626555955218
155,0.0215851738420566
156,0.0199859711977292
157,0.0202720904847499
158,0.0201692424753291
159,0.0169669123497137
160,0.0175177405504556
161,0.0205424021660505
162,0.01633057950612
163,0.0171196945672359
164,0.0170893858145275
165,0.016268149518689
166,0.0192427237732358
167,0.0185554014578832
168,0.0160953176248434
169,0.0165958685741332
170,0.014295404267863
171,0.0137715308451971
172,0.0137511589225617
173,0.0170803539398353
174,0.0180421569382246
175,0.0181911575163942
176,0.0260158840622146
177,0.022525856657107
178,0.0223265821590294
179,0.0220289656691724
180,0.0218314218964165
181,0.022242056381672
182,0.0292920119151175
183,0.024764546155796
184,0.0217219705439148
185,0.0220782610594589
186,0.0210431970545404
187,0.021904510834788
188,0.0225388509452727
189,0.0239303778996662
190,0.0237924926412994
191,0.0249319239141123
192,0.0261026561474716
193,0.027538891941371
194,0.0351915113925756
195,0.0821578956135373
196,0.106112207712806
197,0.133085865027808
198,0.229115062780768
199,0.191191809853221
200,0.217388904207839
201,0.260546090924653
202,0.264235653976763
203,0.300073243059235
204,0.267045366921613
205,0.234900605874997
206,0.205216849266242
207,0.182518887378083
208,0.165082862831322
209,0.148778708749389
210,0.0912491934388592
211,0.0958827307163514
212,0.0904914400778228
213,0.0765279169210694
214,0.0721225596291466
215,0.079673494565193
216,0.0822102974724003
217,0.0880162376708978
218,0.0723461402969043
219,0.0923509770985131
220,0.0870524257511362
221,0.0723890441198243
222,0.0606488591098951
223,0.0608670961999717
224,0.0667433936663789
225,0.0773280070542854
226,0.0747344702058842
227,0.0712666823957415
228,0.0642655905425859
229,0.0644444111731002
230,0.0594487573468458
231,0.0500000872801823
232,0.0774742464996709
233,0.122806621392886
234,0.0929512754958385
235,0.0832943810481314
236,0.0552918115327363
237,0.0811907207453943
238,0.0866294620254305
239,0.0898614887134416
240,0.0799020899294652
241,0.0789807774325046
242,0.083309884206994
243,0.0723982100982036
244,0.0590366022538241
245,0.0684558605913274
246,0.0533129598502296
247,0.0495063089063868
248,0.0505305831463007
249,0.043729578321546
250,0.0410316647726713
251,0.0344598689582373
252,0.0279805705730119
253,0.0219589741586656
254,0.0226273075256179
255,0.0223181396899834
256,0.0222182611703613
257,0.0220888757390581
258,0.0166669301219264
259,0.0176624271850927
260,0.0194768536578115
261,0.0186189973500453
262,0.0180523680082209
263,0.0154178099876987
264,0.0151121082926353
265,0.0158773885131767
266,0.0162094836049195
267,0.0157097317283153
268,0.0155743067692813
269,0.0496764999518781
270,0.0520118604176634
271,0.0440975645323783
272,0.0491766805407211
273,0.0772765355951552
274,0.0945407004161475
275,0.0828727235648382
276,0.0809281907352385
277,0.0789392420205239
278,0.0770483468535663
279,0.0914133032543345
280,0.0927100324948324
281,0.105631243913718
282,0.14973218239973
283,0.149371756049837
284,0.123818980732793
285,0.0981657901257133
286,0.0954975183457292
287,0.0884269876903425
288,0.103868861016529
289,0.0981431959924741
290,0.094083940198047
291,0.0661504392686689
292,0.0563174659228263
293,0.0524132066639777
294,0.0542000545288079
295,0.0548606912457653
296,0.0515391469463348
297,0.0651928453588225
298,0.0745800920845827
299,0.086596241680157
300,0.082391062697672
301,0.0834717301666444
302,0.0699445862493962
303,0.070484240526382
304,0.070575710987572
305,0.0768444580023146
306,0.0658797948203918
307,0.0663374907415254
308,0.0396747916903213
309,0.0481786049676739
310,0.0463666067033103
311,0.0501046661223303
312,0.0464157196538793
313,0.0443426338331366
314,0.0396108481353705
315,0.040579346047379
316,0.0410591340862454
317,0.0349389676605361
318,0.0396689199831003
319,0.042630980701612
320,0.0431842954075714
321,0.0509210293954851
322,0.053746222017669
323,0.0616912412444625
324,0.0580171270321193
325,0.0557577111537079
326,0.0460733802442162
327,0.0420613273883845
328,0.0410593168908973
329,0.0340044692107042
330,0.0365522378845717
331,0.0389804368964731
332,0.0248922116431105
333,0.0232014806119536
334,0.0252664775424914
335,0.0243577431351227
336,0.0234869563875749
337,0.0382585345029268
338,0.0389304951233335
339,0.0430618008471549
340,0.0427122549464734
341,0.0403714908135579
342,0.0469579714877251
343,0.0461693077488316
344,0.0417535054118044
345,0.0390985161472119
346,0.0344219497472368
347,0.0297955124687789
348,0.0201129952204027
349,0.021341757321806
350,0.0212786679015311
351,0.0168600701245645
352,0.016153441144812
353,0.0128430841721089
354,0.0117091610448078
355,0.0109907333446411
356,0.0103026766565581
357,0.010381657516689
358,0.0109907333446411
359,0.0105113796701648
360,0.0120377017166778
361,0.0111647453238247
362,0.0110766459517708
363,0.0102169790365803
364,0.00980167701163238
365,0.0100221549680872
366,0.0099728567628493
367,0.00980535108625662
368,0.00938528913667186
369,0.00942145326886657
370,0.00955202217480997
371,0.0111594325513644
372,0.0109170089228155
373,0.0139578984918514
374,0.0111991839060169
375,0.0109553042269203
376,0.0128837183416421
377,0.0145447536046507
378,0.0131657277655062
379,0.0113514302099912
380,0.0111458379759844
381,0.0109460586555514
382,0.0118349832875603
383,0.0112779967460766
384,0.0110636625969644
385,0.0118860864666963
386,0.0147671589091277
387,0.0124770476624317
388,0.0115019757996463
389,0.014397953828987
390,0.0128582492414219
391,0.0123522787973991
392,0.0110642746044868
393,0.0112018001575137
394,0.0125764901558529
395,0.0120034155239382
396,0.0118134980098689
397,0.0106207879742577
398,0.0109562707543205
399,0.01114512503619
400,0.0113051428172428
401,0.0162169691562618
402,0.0159557489049136
403,0.0125762023259475
404,0.0128561350763933
405,0.0172126288304277
406,0.0161935925189975
407,0.0128267218520459
408,0.0115369855133607
409,0.0111089737035893
410,0.0106639874553115
411,0.0104770841496077
412,0.0106863470988933
413,0.0141736544546741
414,0.0173643944846502
415,0.0172182774516256
416,0.0143514597851116
417,0.0111739804288014
418,0.0109109518904528
419,0.010747772393594
420,0.0135965264523467
421,0.0109545833092354
422,0.0106095667628684
423,0.0100785757601541
424,0.0101089640292373
425,0.0105014473186715
426,0.0101228241208905
427,0.0103124431185633
428,0.010906706053151
429,0.0108806196381053
430,0.0106399514032419
431,0.0105435752794163
432,0.0102207040870385
433,0.00815519575208441
434,0.0102169109297507
435,0.00985034232673626
436,0.0110935698656125
437,0.0123352809829269
438,0.0121779070833734
439,0.012137956576499
440,0.0121278562107753
441,0.0121751186967079
442,0.0124435084977122
443,0.0129231165636756
444,0.0108848291060251
445,0.00951933824188555
446,0.00971967109165181
447,0.00895862809029729
448,0.0124605503257184
449,0.011312694248271
450,0.0106751569541099
451,0.0102380998881182
452,0.0114724012413449
453,0.0130118631443728
454,0.0114455257210923
455,0.0150129786725624
456,0.0143289804911871
457,0.0165405427765831
458,0.0163300377667372
459,0.0129999980940115
460,0.0117557627729123
461,0.0107740596203045
462,0.0108771057469496
463,0.0107509258562753
464,0.0118218108213788
465,0.0119916577146694
466,0.0099044249518533
467,0.00954730931275277
468,0.00936686080499553
469,0.0106413595190096
470,0.011183323736212
471,0.0130432066958579
472,0.0130895205917052
473,0.0134206306118835
474,0.0135220742030369
475,0.0134022829378279
476,0.0131807531889316
477,0.0136725414005137
478,0.0137154807707731
479,0.0120177291084953
480,0.0117789301722381
481,0.0124072191993331
482,0.0122358478552251
483,0.0121150599132405
484,0.0118872461609823
485,0.00942292377795408
486,0.00855442083421977
487,0.00802970250844567
488,0.0108783444092661
489,0.0110359555556146
490,0.0110690928814049
491,0.011039906449303
492,0.0118621588003184
493,0.00982858686986982
494,0.00879988448915232
495,0.00862386307178356
496,0.0101950391297988
497,0.0121236040937481
498,0.0149325944419095
499,0.0143703606852398
500,0.0123204203022172
