"ev_id","date","time_orig","time_orig_decimals","lat_orig","long_orig","depth","Mb","Ms","region","source_type","bwave_n_stations","bwave_n_inv","bwave_cutoff","mwave_n_stations","mwave_n_inv","mwave_cutoff","swave_n_stations","swave_n_inv","swave_cutoff","dcouple","centroid_time","delta_centroid_time","centroid_lat","delta_centroid_lat","centroid_long","delta_centroid_long","centroid_depth","delta_centroid_depth","prof","half_dur","inv_date_string","exp","mrr","delta_mrr","mss","delta_mss","mee","delta_mee","mrs","delta_mrs","mre","delta_mre","mse","delta_mse","eigen_t","plunge_t","strike_t","eigen_n","plunge_n","strike_n","eigen_p","plunge_p","strike_p","scalar_moment","strike1","dip1","rake1","strike2","dip2","rake2","Mw","status_flag","quality_flag"
"S201305230400A","2013-05-23","04:00:39","0","34.23","25.03","26.00","4.7","0.0","CRETE--GREECE------------","ING","0","0","0","0","0","0","13","17","35","1","-1.0","1.0","33.99","0.07","25.13","0.04","24.300","1.100","FREE","1.1","D-S201305230400A","23","-0.980","0.130","-0.230","0.070","1.210","0.100","-0.460","0.090","-0.150","0.120","0.140","0.080","1.240","5","97","-0.030","25","189","-1.200","65","356","1.220","162","45","-126","28","55","-59","4.7","D","A"
"S201305231409A","2013-05-23","14:09:00","0","38.66","20.45","2.00","4.8","0.0","GREECE-------------------","ING","0","0","0","0","0","0","14","19","35","1","2.9","0.3","38.56","0.03","20.32","0.02","10.700","1.800","FREE","1.1","D-S201305231409A","23","0.900","0.140","0.400","0.060","-1.300","0.110","0.620","0.200","-0.710","0.220","0.590","0.070","1.350","60","14","0.410","23","151","-1.770","18","250","1.560","12","34","135","141","67","65","4.7","D","A"
"S201305261600A","2013-05-26","16:00:56","0","36.71","5.19","12.00","5.0","0.0","NORTHERN-ALGERIA---------","ING","0","0","0","0","0","0","13","24","35","1","1.3","0.3","36.71","0.00","5.19","0.00","10.000","0.000","FIX ","1.3","D-S201305261600A","23","0.520","0.100","-1.150","0.060","0.630","0.090","-0.530","0.170","-0.800","0.200","-0.940","0.070","1.430","37","78","0.410","47","221","-1.840","20","333","1.630","110","49","166","209","79","42","4.7","D","A"
"S201306020247A","2013-06-02","02:47:57","0","34.95","19.40","10.00","4.5","0.0","CENTRAL-MEDITERRANEAN-SE-","ING","0","0","0","0","0","0","9","10","35","1","2.6","2.5","34.82","0.10","19.51","0.07","10.000","0.000","FIX ","1.0","D-S201306020247A","22","0.580","0.270","-0.350","0.280","-0.230","0.290","-0.530","1.180","1.230","1.180","-2.790","0.260","3.130","26","228","0.020","62","29","-3.150","8","134","3.140","268","66","166","4","77","25","4.3","D","A"
"S201306061153A","2013-06-06","11:53:46","0","36.71","21.75","40.00","5.0","0.0","SOUTHERN-GREECE----------","ING","0","0","0","0","0","0","10","24","35","1","10.3","2.4","36.83","0.06","21.60","0.11","44.000","2.400","FREE","1.3","D-S201306061153A","23","-1.060","0.380","-3.310","0.280","4.370","0.200","0.720","0.210","-0.930","0.170","-0.790","0.260","4.630","10","83","-1.070","72","320","-3.550","15","176","4.090","219","72","-3","310","87","-162","5.0","D","A"
"S201306130544A","2013-06-13","05:44:52","0","43.58","13.87","6.00","3.9","0.0","CENTRAL-ITALY------------","ING","0","0","0","0","0","0","9","10","35","1","6.1","0.5","43.53","0.05","13.86","0.05","11.800","3.200","FREE","1.0","D-S201306130544A","22","1.280","0.330","-0.300","0.210","-0.980","0.190","-1.020","0.610","0.800","0.430","1.030","0.130","1.810","66","197","0.370","12","317","-2.180","20","51","1.990","161","27","117","311","66","77","4.1","D","A"
"S201306151610A","2013-06-15","16:10:59","0","34.23","25.00","10.00","6.2","0.0","CRETE--GREECE------------","ING","0","0","0","0","0","0","16","37","40","1","9.6","0.9","34.31","0.04","25.06","0.02","10.000","0.000","FIX ","2.7","D-S201306151610A","25","-0.130","0.060","-0.620","0.040","0.750","0.050","3.650","0.180","-0.880","0.180","-0.380","0.040","3.570","45","25","0.480","10","285","-4.050","43","185","3.810","199","10","4","105","89","100","6.3","D","A"
"S201306160053A","2013-06-16","00:53:37","0","34.25","25.13","30.00","4.5","0.0","CRETE--GREECE------------","ING","0","0","0","0","0","0","4","7","35","1","-2.4","0.8","34.25","0.00","25.13","0.00","24.600","4.700","FREE","1.0","D-S201306160053A","22","-0.390","1.400","4.250","0.940","-3.860","1.160","1.960","1.060","1.480","1.060","-1.540","0.500","5.070","18","7","-0.160","60","242","-4.920","23","105","4.990","145","60","-4","237","87","-150","4.4","D","A"
"S201306162005A","2013-06-16","20:05:00","0","45.78","14.83","10.00","4.2","0.0","NORTHWESTERN-BALKAN-REGI-","ING","0","0","0","0","0","0","9","10","30","1","-2.4","0.9","45.78","0.00","14.83","0.00","10.000","0.000","FIX ","1.0","D-S201306162005A","22","0.880","0.100","-0.770","0.090","-0.110","0.140","0.120","0.290","-0.020","0.270","-0.020","0.080","0.890","86","17","-0.110","1","268","-0.780","4","178","0.830","267","41","88","90","49","92","3.9","D","A"
"S201306162139A","2013-06-16","21:39:00","0","34.30","25.03","10.00","5.8","0.0","CRETE--GREECE------------","ING","0","0","0","0","0","0","11","21","35","1","6.1","0.4","34.30","0.00","25.03","0.00","10.000","0.000","FIX ","2.0","D-S201306162139A","25","-0.140","0.050","0.020","0.030","0.120","0.050","1.630","0.110","-0.910","0.120","-0.280","0.030","1.960","42","34","-0.140","6","299","-1.820","48","203","1.890","180","7","-29","299","87","-96","6.1","D","A"
"S201306181718A","2013-06-18","17:18:25","0","36.87","22.07","10.00","4.5","0.0","SOUTHERN-GREECE----------","ING","0","0","0","0","0","0","7","9","35","1","2.8","0.6","36.87","0.00","22.07","0.00","19.300","2.100","FREE","1.0","D-S201306181718A","22","-2.820","0.650","0.140","0.420","2.690","0.410","1.160","0.520","0.460","0.330","-0.650","0.330","2.850","2","257","0.440","21","348","-3.290","69","162","3.070","327","47","-119","186","50","-63","4.3","D","A"
"S201306182227A","2013-06-18","22:27:00","0","34.21","25.01","20.00","4.6","0.0","CRETE--GREECE------------","ING","0","0","0","0","0","0","7","11","35","1","2.2","0.7","34.21","0.00","25.01","0.00","11.800","6.500","FREE","1.0","D-S201306182227A","23","-0.050","0.070","0.100","0.050","-0.050","0.060","0.950","0.620","-0.250","0.190","-0.320","0.060","1.120","40","25","-0.190","15","283","-0.930","47","176","1.030","178","15","-15","282","86","-105","4.6","D","A"
"S201306191905A","2013-06-19","19:05:00","0","34.28","25.10","10.00","4.7","0.0","CRETE--GREECE------------","ING","0","0","0","0","0","0","6","8","35","1","4.8","0.5","34.28","0.00","25.10","0.00","10.000","0.000","FIX ","1.1","D-S201306191905A","23","-0.360","0.130","-0.170","0.080","0.530","0.120","2.330","0.210","-0.830","0.220","-0.560","0.060","2.540","39","35","0.070","15","292","-2.610","47","186","2.580","187","15","-15","291","86","-105","4.9","D","A"
"S201306211033A","2013-06-21","10:33:57","0","44.15","10.14","5.10","5.2","0.0","NORTHERN-ITALY-----------","ING","0","0","0","0","0","0","15","33","35","1","5.4","0.2","44.18","0.01","10.10","0.02","10.000","0.000","FIX ","0.8","D-S201306211033A","24","-0.910","0.030","1.170","0.030","-0.250","0.030","-0.760","0.100","0.860","0.110","-0.060","0.020","1.480","21","193","0.150","25","293","-1.630","56","67","1.560","247","32","-141","123","71","-64","5.4","D","A"
"S201306211212A","2013-06-21","12:12:39","0","44.16","10.15","10.00","4.0","0.0","NORTHERN-ITALY-----------","ING","0","0","0","0","0","0","9","9","35","1","3.0","0.4","44.16","0.00","10.15","0.00","12.400","2.600","FREE","1.0","D-S201306211212A","22","-3.350","0.740","2.530","0.490","0.820","0.400","-1.200","0.480","-1.710","0.750","-1.660","0.230","3.550","1","211","0.840","26","120","-4.390","64","303","3.970","325","49","-54","97","52","-124","4.3","D","A"
"S201306220841A","2013-06-22","08:41:00","0","40.21","19.58","10.00","4.6","0.0","ALBANIA------------------","ING","0","0","0","0","0","0","12","13","35","1","3.8","0.6","40.32","0.07","19.49","0.09","19.900","2.800","FREE","1.0","D-S201306220841A","22","2.880","0.660","0.600","0.610","-3.480","0.590","-0.230","0.810","-4.580","0.820","1.190","0.310","5.400","60","109","0.620","12","357","-6.010","27","261","5.700","324","21","55","181","73","102","4.4","D","A"
"S201306231501A","2013-06-23","15:01:33","0","44.18","10.21","9.50","4.4","0.0","NORTHERN-ITALY-----------","ING","0","0","0","0","0","0","14","19","30","1","4.3","0.3","44.19","0.02","10.18","0.05","10.000","0.000","FIX ","1.0","D-S201306231501A","23","-0.870","0.060","0.940","0.040","-0.070","0.050","-0.480","0.160","0.580","0.180","0.000","0.040","1.080","16","189","0.180","22","285","-1.260","62","66","1.170","249","35","-132","117","65","-65","4.7","D","A"
"S201306301440A","2013-06-30","14:40:00","0","44.17","10.20","9.80","4.4","0.0","NORTHERN-ITALY-----------","ING","0","0","0","0","0","0","10","11","35","1","4.1","0.3","44.09","0.02","10.26","0.07","10.000","0.000","FIX ","1.0","D-S201306301440A","23","-1.220","0.070","1.260","0.060","-0.030","0.080","-1.360","0.260","0.300","0.270","-0.280","0.070","1.930","24","192","-0.090","0","282","-1.830","66","13","1.880","281","21","-91","102","69","-90","4.8","D","A"
"S201307031328A","2013-07-03","13:28:23","0","40.13","21.86","17.00","4.8","0.0","GREECE-------------------","ING","0","0","0","0","0","0","21","36","35","1","2.8","0.2","40.04","0.02","21.80","0.02","17.200","0.900","FREE","0.7","D-S201307031328A","23","-2.440","0.200","1.780","0.130","0.670","0.120","-1.290","0.250","-1.150","0.260","1.760","0.080","3.560","16","143","-0.610","4","52","-2.940","74","310","3.250","239","29","-83","50","61","-94","4.9","D","A"
"S201307170300A","2013-07-17","03:00:56","0","36.55","3.02","10.00","4.9","0.0","NORTHERN-ALGERIA---------","ING","0","0","0","0","0","0","13","19","35","1","2.6","0.4","36.55","0.00","3.02","0.00","10.000","0.000","FIX ","1.2","D-S201307170300A","23","-0.050","0.270","0.040","0.260","0.010","0.200","0.350","0.540","1.800","0.620","-3.240","0.170","3.580","17","229","0.270","61","353","-3.850","23","131","3.720","271","61","-176","179","86","-29","5.0","D","A"
"S201307210132A","2013-07-21","01:32:24","0","43.53","13.74","10.00","5.0","0.0","CENTRAL-ITALY------------","ING","0","0","0","0","0","0","15","30","35","1","4.8","0.2","43.45","0.01","13.82","0.02","13.900","1.000","FREE","1.3","D-S201307210132A","23","5.120","0.430","-3.200","0.280","-1.930","0.240","-0.400","0.390","2.350","0.440","4.850","0.150","5.990","67","293","1.730","22","136","-7.730","8","43","6.860","109","41","56","331","57","116","5.2","D","A"
"S201307210307A","2013-07-21","03:07:25","0","43.51","13.73","10.00","4.0","0.0","CENTRAL-ITALY------------","ING","0","0","0","0","0","0","9","12","35","1","1.7","0.5","43.46","0.02","13.82","0.07","18.700","2.200","FREE","1.0","D-S201307210307A","22","1.770","0.420","-1.620","0.270","-0.150","0.260","-1.030","0.480","-0.090","0.310","1.430","0.160","2.180","65","144","0.470","22","295","-2.650","11","29","2.420","144","39","126","281","59","64","4.2","D","A"
"S201307281857A","2013-07-28","18:57:56","0","40.99","34.35","10.00","4.4","0.0","TURKEY-------------------","ING","0","0","0","0","0","0","9","11","35","1","4.4","0.4","40.99","0.00","34.35","0.00","20.900","2.700","FREE","1.0","D-S201307281857A","22","-1.740","1.410","1.980","1.220","-0.250","0.680","-1.670","0.880","-0.020","0.680","-6.090","0.430","7.240","8","219","-1.610","72","103","-5.640","16","311","6.440","354","73","-6","86","85","-163","4.5","D","A"
"S201307300533A","2013-07-30","05:33:00","0","40.32","25.88","10.00","4.9","0.0","AEGEAN-SEA---------------","ING","0","0","0","0","0","0","11","21","35","1","2.7","0.2","40.29","0.01","25.93","0.01","8.000","0.000","FIX ","0.7","D-S201307300533A","23","-4.120","0.130","5.860","0.120","-1.740","0.090","1.570","0.600","1.510","0.430","-2.970","0.090","6.970","5","18","-1.430","34","284","-5.550","55","116","6.260","140","50","-42","260","59","-131","5.1","D","A"
"S201307301258A","2013-07-30","12:58:33","0","45.14","15.09","20.00","4.5","0.0","NORTHWESTERN-BALKAN-REGI-","ING","0","0","0","0","0","0","14","22","30","1","1.4","0.6","45.07","0.02","15.04","0.04","31.300","1.400","FREE","1.0","D-S201307301258A","23","0.310","0.100","-0.930","0.070","0.620","0.070","-0.140","0.040","-0.220","0.040","-0.480","0.040","0.820","20","76","0.280","68","232","-1.100","8","343","0.960","118","70","171","211","82","20","4.6","D","A"
"S201307311036A","2013-07-31","10:36:22","0","36.63","21.49","49.00","4.4","0.0","SOUTHERN-GREECE----------","ING","0","0","0","0","0","0","4","4","30","1","1.3","0.6","36.63","0.00","21.49","0.00","36.800","3.600","FREE","1.0","D-S201307311036A","22","-1.220","0.510","0.670","0.570","0.560","0.480","1.290","0.190","-1.280","0.160","4.030","1.360","4.640","0","315","-0.200","61","46","-4.440","29","225","4.540","4","70","-158","266","70","-22","4.4","D","A"
"S201308070520A","2013-08-07","05:20:32","0","39.19","29.42","14.00","4.4","0.0","TURKEY-------------------","ING","0","0","0","0","0","0","6","8","30","1","3.4","0.4","39.19","0.00","29.42","0.00","13.100","2.000","FREE","1.0","D-S201308070520A","22","-2.310","0.470","3.250","0.330","-0.940","0.300","1.300","0.370","0.220","0.340","-0.990","0.180","3.720","12","11","-1.010","17","278","-2.710","69","134","3.220","122","37","-61","267","59","-110","4.3","D","A"
"C201308070906A","2013-08-07","09:06:52","2","38.69","22.69","10.00","5.4","0.0","GREECE-------------------","ING","0","0","0","6","6","40","31","56","35","1","3.4","0.1","38.54","0.01","22.52","0.02","11.100","0.500","FREE","1.2","D-C201308070906A","24","-1.180","0.040","1.020","0.030","0.160","0.030","-1.420","0.120","-0.110","0.100","0.380","0.030","1.810","25","165","0.070","8","259","-1.880","64","5","1.840","238","21","-112","82","71","-82","5.5","D","A"
"S201308071344A","2013-08-07","13:44:32","0","38.69","22.66","10.00","4.7","0.0","GREECE-------------------","ING","0","0","0","0","0","0","17","20","35","1","3.2","0.3","38.69","0.00","22.66","0.00","10.000","0.000","FIX ","1.1","D-S201308071344A","23","-0.610","0.080","0.490","0.060","0.120","0.050","-1.020","0.150","0.030","0.140","0.470","0.080","1.240","27","158","0.040","20","259","-1.270","56","21","1.260","209","26","-142","84","75","-69","4.7","D","A"
"S201308090419A","2013-08-09","04:19:23","0","39.35","20.47","10.00","4.5","0.0","GREECE-ALBANIA-BORDER-RE-","ING","0","0","0","0","0","0","9","17","35","1","0.4","0.5","39.15","0.02","20.67","0.04","16.400","1.400","FREE","1.0","D-S201308090419A","23","1.060","0.120","-0.560","0.070","-0.490","0.060","0.030","0.160","0.640","0.140","0.870","0.040","1.360","63","296","0.130","24","141","-1.480","10","47","1.420","110","41","51","337","59","119","4.7","D","A"
"C201308091149A","2013-08-09","11:49:23","0","38.70","22.69","10.00","4.8","0.0","GREECE-------------------","ING","0","0","0","1","1","40","22","33","35","1","3.2","0.3","38.70","0.00","22.69","0.00","10.600","1.500","FREE","1.1","D-C201308091149A","23","-1.690","0.190","1.180","0.150","0.500","0.110","-1.140","0.290","-1.430","0.300","0.540","0.080","2.250","24","142","0.310","9","48","-2.570","64","300","2.410","250","22","-66","45","70","-99","4.9","D","A"
"S201308091310A","2013-08-09","13:10:10","0","38.70","22.66","10.00","4.7","0.0","GREECE-------------------","ING","0","0","0","0","0","0","19","30","35","1","3.1","0.3","38.62","0.02","22.76","0.03","12.600","0.900","FREE","1.1","D-S201308091310A","23","-2.590","0.200","2.660","0.150","-0.060","0.100","-0.160","0.260","-1.490","0.250","0.410","0.090","2.750","5","169","0.530","24","77","-3.280","65","269","3.020","283","46","-55","58","54","-121","4.9","D","A"
"S201308111723A","2013-08-11","17:23:21","0","33.76","27.72","60.00","4.4","0.0","EASTERN-MEDITERRANEAN-SE-","ING","0","0","0","0","0","0","14","15","35","1","0.8","0.7","33.76","0.00","27.72","0.00","58.900","5.500","FREE","1.0","D-S201308111723A","22","4.280","0.430","-1.090","0.670","-3.190","0.790","-0.160","0.230","1.390","0.150","-0.200","0.720","4.540","80","259","-1.080","3","4","-3.450","10","94","3.990","187","35","95","2","55","87","4.3","D","A"
"S201308220644A","2013-08-22","06:44:52","0","43.58","13.69","10.00","4.5","0.0","CENTRAL-ITALY------------","ING","0","0","0","0","0","0","18","26","35","1","1.9","0.2","43.53","0.02","13.76","0.02","10.500","1.200","FREE","1.0","D-S201308220644A","22","5.260","0.490","-1.880","0.300","-3.380","0.290","-2.030","0.820","2.430","0.760","2.650","0.170","6.130","75","228","0.120","1","322","-6.250","15","53","6.190","144","30","93","321","60","89","4.5","D","A"
"S201308290620A","2013-08-29","06:20:35","0","40.35","27.41","10.00","4.5","0.0","TURKEY-------------------","ING","0","0","0","0","0","0","7","8","30","1","4.6","0.6","40.35","0.00","27.41","0.00","10.000","0.000","FIX ","1.0","D-S201308290620A","22","-0.370","0.180","1.300","0.220","-0.940","0.180","-0.620","0.450","-0.950","0.440","-1.100","0.180","1.780","7","200","0.330","56","99","-2.110","33","294","1.940","332","62","-20","71","73","-151","4.1","D","A"
"S201309020114A","2013-09-02","01:14:14","0","39.51","15.40","326.00","4.4","0.0","SOUTHERN-ITALY-----------","ING","0","0","0","0","0","0","10","14","30","1","2.9","0.7","39.56","0.07","15.16","0.03","326.900","5.500","FREE","1.0","D-S201309020114A","22","-1.280","0.490","0.640","0.490","0.640","0.500","-0.590","0.530","-5.890","0.480","-4.390","0.340","7.180","29","59","0.520","36","173","-7.700","40","301","7.440","96","37","-170","357","84","-53","4.5","D","A"
"S201309080459A","2013-09-08","04:59:30","0","34.80","25.01","10.00","4.9","0.0","CRETE--GREECE------------","ING","0","0","0","0","0","0","20","37","35","1","-0.9","0.6","34.74","0.03","25.12","0.02","12.700","1.800","FREE","1.2","D-S201309080459A","23","0.710","0.120","-1.620","0.120","0.920","0.110","0.240","0.200","-0.680","0.260","2.610","0.120","2.660","13","121","0.680","74","333","-3.330","8","213","2.990","257","75","4","166","86","165","4.9","D","A"
"S201309081322A","2013-09-08","13:22:12","0","45.60","22.89","10.00","4.7","0.0","ROMANIA------------------","ING","0","0","0","0","0","0","13","19","35","1","3.6","0.5","45.62","0.03","22.86","0.03","10.000","0.000","FIX ","1.1","D-S201309081322A","22","-0.740","0.390","3.570","0.440","-2.830","0.380","-1.920","1.200","0.270","1.160","-4.750","0.280","6.550","14","207","-1.090","73","60","-5.460","9","299","6.010","344","74","4","253","86","164","4.5","D","A"
"S201309091118A","2013-09-09","11:18:57","0","37.83","20.22","10.00","4.4","0.0","IONIAN-SEA---------------","ING","0","0","0","0","0","0","5","5","30","1","2.1","1.1","37.83","0.00","20.22","0.00","30.000","0.000","FIX ","1.0","D-S201309091118A","22","-0.790","0.840","-0.720","0.560","1.510","0.860","1.270","0.190","-1.680","0.280","0.490","0.830","2.410","29","86","0.230","29","338","-2.630","47","212","2.520","225","31","-20","333","80","-119","4.2","D","A"
